unit_id,case_name,city,district,longitude,latitude,space_type,treat,update_year
SHWB_046,Shanghai West Bund,Shanghai,Core,121.45458443098632,31.17898429389744,waterfront_core,1,2020
SHWB_047,Shanghai West Bund,Shanghai,Core,121.46171366093151,31.182585060853338,industrial_reuse_area,1,2020
SHWB_048,Shanghai West Bund,Shanghai,Control Fringe,121.45106252547414,31.196997370171662,cultural_core,0,2020
SHWB_049,Shanghai West Bund,Shanghai,Control Fringe,121.44519940440097,31.182387467045128,waterfront_core,0,2020
SHWB_050,Shanghai West Bund,Shanghai,Core,121.44588799624364,31.17413389228345,cultural_core,1,2020
SHWB_051,Shanghai West Bund,Shanghai,Core,121.4384623518712,31.203390456415693,cultural_core,1,2020
SHWB_052,Shanghai West Bund,Shanghai,Control Fringe,121.45714821616667,31.18189854482975,waterfront_core,0,2020
SHWB_053,Shanghai West Bund,Shanghai,Core,121.4367940403271,31.193552327541685,residential_edge,1,2020
SHWB_054,Shanghai West Bund,Shanghai,Core,121.45398743271174,31.195762782999264,industrial_reuse_area,1,2020
SHWB_055,Shanghai West Bund,Shanghai,Control Fringe,121.44625666161762,31.193881758088537,industrial_reuse_area,0,2020
SHWB_056,Shanghai West Bund,Shanghai,Core,121.44632495141579,31.186672318538424,waterfront_core,1,2020
SHWB_057,Shanghai West Bund,Shanghai,Core,121.44811103515862,31.190163557880684,cultural_core,1,2020
SHWB_058,Shanghai West Bund,Shanghai,Core,121.46369083351725,31.186566557457162,waterfront_core,1,2020
SHWB_059,Shanghai West Bund,Shanghai,Core,121.45060426478038,31.188609231580973,cultural_core,1,2020
SHWB_060,Shanghai West Bund,Shanghai,Control Fringe,121.45905361940744,31.19721550876392,residential_edge,0,2020
SHWB_061,Shanghai West Bund,Shanghai,Core,121.43815749318468,31.178760693028316,residential_edge,1,2020
SHWB_062,Shanghai West Bund,Shanghai,Control Fringe,121.46410169262025,31.18391047893063,residential_edge,0,2020
SHWB_063,Shanghai West Bund,Shanghai,Core,121.44442428535943,31.1918164958454,cultural_core,1,2020
SHWB_064,Shanghai West Bund,Shanghai,Core,121.4568677576054,31.184100850631783,industrial_reuse_area,1,2020
SHWB_065,Shanghai West Bund,Shanghai,Core,121.45201995171301,31.19389322584332,residential_edge,1,2020
SHWB_066,Shanghai West Bund,Shanghai,Core,121.44910100460652,31.183654153805488,cultural_core,1,2020
SHWB_067,Shanghai West Bund,Shanghai,Core,121.44578767002409,31.17860437752076,waterfront_core,1,2020
SHWB_068,Shanghai West Bund,Shanghai,Core,121.4473561522037,31.173449793902318,waterfront_core,1,2020
SHWB_069,Shanghai West Bund,Shanghai,Core,121.45199817300741,31.19502844562949,industrial_reuse_area,1,2020
SHWB_070,Shanghai West Bund,Shanghai,Core,121.44177056380693,31.17589127852347,waterfront_core,1,2020
SHWB_071,Shanghai West Bund,Shanghai,Core,121.41928193852742,31.19489995854261,residential_edge,1,2020
SHWB_072,Shanghai West Bund,Shanghai,Core,121.44988282380083,31.203534188963694,waterfront_core,1,2020
SHWB_073,Shanghai West Bund,Shanghai,Core,121.43995943643361,31.179640317287067,cultural_core,1,2020
SHWB_074,Shanghai West Bund,Shanghai,Core,121.44026122212276,31.186821640480666,residential_edge,1,2020
SHWB_075,Shanghai West Bund,Shanghai,Core,121.45722712336082,31.197382336330868,industrial_reuse_area,1,2020
SHWB_076,Shanghai West Bund,Shanghai,Core,121.43270388196468,31.196389042888224,industrial_reuse_area,1,2020
SHWB_077,Shanghai West Bund,Shanghai,Core,121.44688973233613,31.178629833162113,residential_edge,1,2020
SHWB_078,Shanghai West Bund,Shanghai,Core,121.44560182054326,31.1698323745261,industrial_reuse_area,1,2020
SHWB_079,Shanghai West Bund,Shanghai,Core,121.45530493203577,31.19120955022628,waterfront_core,1,2020
SHWB_080,Shanghai West Bund,Shanghai,Control Fringe,121.44567982264238,31.18531090476746,waterfront_core,0,2020
SHWB_081,Shanghai West Bund,Shanghai,Core,121.45701589228283,31.18835817153906,waterfront_core,1,2020
SHWB_082,Shanghai West Bund,Shanghai,Core,121.45784619366468,31.194318018283376,waterfront_core,1,2020
SHWB_083,Shanghai West Bund,Shanghai,Core,121.45812501949062,31.17075424002122,industrial_reuse_area,1,2020
SHWB_084,Shanghai West Bund,Shanghai,Control Fringe,121.4469008249246,31.186120422901737,waterfront_core,0,2020
SHWB_085,Shanghai West Bund,Shanghai,Control Fringe,121.45365378643974,31.17685464732415,waterfront_core,0,2020
SHWB_086,Shanghai West Bund,Shanghai,Core,121.4576385465293,31.20467069931657,cultural_core,1,2020
SHWB_087,Shanghai West Bund,Shanghai,Core,121.44839240097677,31.182844851767054,industrial_reuse_area,1,2020
SHWB_088,Shanghai West Bund,Shanghai,Control Fringe,121.46430061804317,31.18808784496495,industrial_reuse_area,0,2020
SHWB_089,Shanghai West Bund,Shanghai,Core,121.47752404978907,31.18712650109044,waterfront_core,1,2020
SHWB_090,Shanghai West Bund,Shanghai,Control Fringe,121.47349985926857,31.185592622982934,cultural_core,0,2020
SHWB_091,Shanghai West Bund,Shanghai,Core,121.45765249498814,31.184055968970767,waterfront_core,1,2020
SHWB_092,Shanghai West Bund,Shanghai,Control Fringe,121.45486585886498,31.17892100866503,waterfront_core,0,2020
SHWB_093,Shanghai West Bund,Shanghai,Core,121.4401868356484,31.172192146055046,waterfront_core,1,2020
SHWB_094,Shanghai West Bund,Shanghai,Control Fringe,121.45269910561493,31.17307313151482,waterfront_core,0,2020
SHWB_095,Shanghai West Bund,Shanghai,Core,121.4790269438696,31.179438528769,waterfront_core,1,2020
SHWB_096,Shanghai West Bund,Shanghai,Control Fringe,121.46597351081464,31.189461672084075,cultural_core,0,2020
SHWB_097,Shanghai West Bund,Shanghai,Control Fringe,121.44649544560205,31.185295623424622,residential_edge,0,2020
SHWB_098,Shanghai West Bund,Shanghai,Core,121.43990841669297,31.193983227751808,waterfront_core,1,2020
SHWB_099,Shanghai West Bund,Shanghai,Core,121.44075470831844,31.19399615404271,waterfront_core,1,2020
SHWB_100,Shanghai West Bund,Shanghai,Core,121.43675737468119,31.189195323169265,waterfront_core,1,2020
SHWB_101,Shanghai West Bund,Shanghai,Core,121.44800465477799,31.17126234404477,residential_edge,1,2020
SHWB_102,Shanghai West Bund,Shanghai,Core,121.44407473101055,31.182118439751093,cultural_core,1,2020
SHWB_103,Shanghai West Bund,Shanghai,Core,121.45182563107076,31.173747675865048,waterfront_core,1,2020
SHWB_104,Shanghai West Bund,Shanghai,Core,121.44534688472596,31.184859347304215,cultural_core,1,2020
SHWB_105,Shanghai West Bund,Shanghai,Control Fringe,121.44687111517253,31.189634879075218,waterfront_core,0,2020
SHWB_106,Shanghai West Bund,Shanghai,Core,121.45678903199587,31.165328085041494,waterfront_core,1,2020
SHWB_107,Shanghai West Bund,Shanghai,Core,121.45794757347956,31.191894585584684,industrial_reuse_area,1,2020
SHWB_108,Shanghai West Bund,Shanghai,Control Fringe,121.45213610816413,31.182022321194033,waterfront_core,0,2020
SHWB_109,Shanghai West Bund,Shanghai,Control Fringe,121.47198468279129,31.177801238102962,residential_edge,0,2020
SHWB_110,Shanghai West Bund,Shanghai,Core,121.47155552471183,31.16269374760004,industrial_reuse_area,1,2020
SHWB_111,Shanghai West Bund,Shanghai,Core,121.4554718073062,31.173792078197234,industrial_reuse_area,1,2020
SHWB_112,Shanghai West Bund,Shanghai,Core,121.46737027892323,31.167921378522326,waterfront_core,1,2020
SHWB_113,Shanghai West Bund,Shanghai,Core,121.45402677694787,31.18571786312415,waterfront_core,1,2020
SHWB_114,Shanghai West Bund,Shanghai,Core,121.45908321278947,31.191955276418952,waterfront_core,1,2020
SHWB_115,Shanghai West Bund,Shanghai,Core,121.43906304810969,31.18605818207239,cultural_core,1,2020
SHWB_116,Shanghai West Bund,Shanghai,Core,121.44192925711586,31.190357001705408,waterfront_core,1,2020
SHWB_117,Shanghai West Bund,Shanghai,Core,121.45510490173051,31.199203560425477,residential_edge,1,2020
SHWB_118,Shanghai West Bund,Shanghai,Core,121.44808737873079,31.16735300374483,cultural_core,1,2020
SHWB_119,Shanghai West Bund,Shanghai,Core,121.4600927284684,31.182253858304854,waterfront_core,1,2020
SHWB_120,Shanghai West Bund,Shanghai,Control Fringe,121.4473112796123,31.18452732759545,cultural_core,0,2020
SHWB_121,Shanghai West Bund,Shanghai,Core,121.44169915440747,31.189428830967046,industrial_reuse_area,1,2020
SHWB_122,Shanghai West Bund,Shanghai,Core,121.43927753304442,31.18440349460751,waterfront_core,1,2020
SHWB_123,Shanghai West Bund,Shanghai,Control Fringe,121.455908298941,31.18861521400726,industrial_reuse_area,0,2020
SHWB_124,Shanghai West Bund,Shanghai,Core,121.46156450303829,31.181528986308066,waterfront_core,1,2020
SHWB_125,Shanghai West Bund,Shanghai,Control Fringe,121.45138113893523,31.189203871497906,cultural_core,0,2020
SHWB_126,Shanghai West Bund,Shanghai,Core,121.44558727052838,31.187877592952884,cultural_core,1,2020
SHWB_127,Shanghai West Bund,Shanghai,Core,121.45401600014435,31.202877687298464,cultural_core,1,2020
SHWB_128,Shanghai West Bund,Shanghai,Core,121.45624960647208,31.188600771989933,cultural_core,1,2020
SHWB_129,Shanghai West Bund,Shanghai,Core,121.47781506529279,31.176287488582716,cultural_core,1,2020
SHWB_130,Shanghai West Bund,Shanghai,Core,121.43798316570712,31.17063514159574,waterfront_core,1,2020
SHWB_131,Shanghai West Bund,Shanghai,Control Fringe,121.44574910650105,31.19432287911512,industrial_reuse_area,0,2020
SHWB_132,Shanghai West Bund,Shanghai,Core,121.44913234093436,31.161446192821117,cultural_core,1,2020
SHWB_133,Shanghai West Bund,Shanghai,Core,121.46226715986488,31.18303401462491,industrial_reuse_area,1,2020
SHWB_134,Shanghai West Bund,Shanghai,Control Fringe,121.46707137638637,31.19324466092789,industrial_reuse_area,0,2020
SHWB_135,Shanghai West Bund,Shanghai,Control Fringe,121.44227717834086,31.180750430274028,waterfront_core,0,2020
SHWB_136,Shanghai West Bund,Shanghai,Control Fringe,121.43311286590368,31.19158636098484,waterfront_core,0,2020
SHWB_137,Shanghai West Bund,Shanghai,Core,121.42647951160136,31.193637580631673,waterfront_core,1,2020
SHWB_138,Shanghai West Bund,Shanghai,Core,121.43784514235571,31.179652564472732,cultural_core,1,2020
SHWB_139,Shanghai West Bund,Shanghai,Core,121.45163283165522,31.206790788788343,waterfront_core,1,2020
SHWB_140,Shanghai West Bund,Shanghai,Core,121.43733889163477,31.193337100462333,cultural_core,1,2020
SHWB_141,Shanghai West Bund,Shanghai,Core,121.45727282604065,31.1826073021411,cultural_core,1,2020
SHWB_142,Shanghai West Bund,Shanghai,Control Fringe,121.46555579120187,31.166875790491833,industrial_reuse_area,0,2020
SHWB_143,Shanghai West Bund,Shanghai,Control Fringe,121.45219370199807,31.18387698532886,waterfront_core,0,2020
SHWB_144,Shanghai West Bund,Shanghai,Core,121.45521476583139,31.177069109814582,cultural_core,1,2020
SHWB_145,Shanghai West Bund,Shanghai,Core,121.47529449648286,31.189511690031136,waterfront_core,1,2020
SHWB_146,Shanghai West Bund,Shanghai,Core,121.45091740969208,31.18904313671078,waterfront_core,1,2020
SHWB_147,Shanghai West Bund,Shanghai,Control Fringe,121.4600192256285,31.176861013633086,industrial_reuse_area,0,2020
SHWB_148,Shanghai West Bund,Shanghai,Control Fringe,121.45502800292992,31.16998416430419,cultural_core,0,2020
SHWB_149,Shanghai West Bund,Shanghai,Core,121.45956566971775,31.179326836231255,waterfront_core,1,2020
SHWB_150,Shanghai West Bund,Shanghai,Core,121.44716899817054,31.183077278996898,waterfront_core,1,2020
SHWB_151,Shanghai West Bund,Shanghai,Control Fringe,121.43085590692502,31.198554435940814,industrial_reuse_area,0,2020
SHWB_152,Shanghai West Bund,Shanghai,Control Fringe,121.46752958858654,31.1782698128242,waterfront_core,0,2020
SHWB_153,Shanghai West Bund,Shanghai,Core,121.46616354494347,31.175004041600445,waterfront_core,1,2020
SHWB_154,Shanghai West Bund,Shanghai,Control Fringe,121.45991832217744,31.195764726705253,industrial_reuse_area,0,2020
SHWB_155,Shanghai West Bund,Shanghai,Core,121.4652116946144,31.18595886600075,industrial_reuse_area,1,2020
SHWB_156,Shanghai West Bund,Shanghai,Control Fringe,121.44185232882046,31.178875778691424,industrial_reuse_area,0,2020
SHWB_157,Shanghai West Bund,Shanghai,Core,121.44374756835013,31.17537836143239,cultural_core,1,2020
SHWB_158,Shanghai West Bund,Shanghai,Control Fringe,121.43653293298898,31.178853298351402,waterfront_core,0,2020
SHWB_159,Shanghai West Bund,Shanghai,Control Fringe,121.46635359911487,31.182368676037253,cultural_core,0,2020
SHWB_160,Shanghai West Bund,Shanghai,Core,121.44765605592396,31.178807577831027,industrial_reuse_area,1,2020
SHWB_161,Shanghai West Bund,Shanghai,Core,121.4466233992378,31.17285798845273,waterfront_core,1,2020
SHWB_162,Shanghai West Bund,Shanghai,Control Fringe,121.46174810442368,31.191930752019157,residential_edge,0,2020
SHWB_163,Shanghai West Bund,Shanghai,Core,121.4545738593997,31.185296977692147,waterfront_core,1,2020
SHWB_164,Shanghai West Bund,Shanghai,Core,121.4742447085954,31.184734104648143,cultural_core,1,2020
SHWB_165,Shanghai West Bund,Shanghai,Control Fringe,121.47780665196412,31.191978590904572,residential_edge,0,2020
SHWB_166,Shanghai West Bund,Shanghai,Core,121.45453494562278,31.18210974378463,cultural_core,1,2020
SHWB_167,Shanghai West Bund,Shanghai,Core,121.43551189499516,31.17821421991419,waterfront_core,1,2020
SHWB_168,Shanghai West Bund,Shanghai,Core,121.45066931877925,31.198041351675087,industrial_reuse_area,1,2020
SHWB_169,Shanghai West Bund,Shanghai,Control Fringe,121.42589173658916,31.17990677268711,waterfront_core,0,2020
SHWB_170,Shanghai West Bund,Shanghai,Core,121.47201141665025,31.186446790060668,cultural_core,1,2020
SHWB_171,Shanghai West Bund,Shanghai,Core,121.45700890995107,31.199370963474014,residential_edge,1,2020
SHWB_172,Shanghai West Bund,Shanghai,Core,121.45459757213794,31.17581383663032,waterfront_core,1,2020
SHWB_173,Shanghai West Bund,Shanghai,Core,121.45205558563005,31.188249036411055,waterfront_core,1,2020
SHWB_174,Shanghai West Bund,Shanghai,Control Fringe,121.45879288699649,31.171355095328273,cultural_core,0,2020
SHWB_175,Shanghai West Bund,Shanghai,Core,121.46657593351287,31.18041197798485,industrial_reuse_area,1,2020
SHWB_176,Shanghai West Bund,Shanghai,Core,121.44781130471375,31.182638954843007,waterfront_core,1,2020
SHWB_177,Shanghai West Bund,Shanghai,Core,121.4480556851467,31.184982066423448,residential_edge,1,2020
SHWB_178,Shanghai West Bund,Shanghai,Core,121.44348030145187,31.196664195084562,waterfront_core,1,2020
SHWB_179,Shanghai West Bund,Shanghai,Core,121.4466103261044,31.17622355510592,waterfront_core,1,2020
SHWB_180,Shanghai West Bund,Shanghai,Control Fringe,121.44880499619357,31.19163985170306,industrial_reuse_area,0,2020
SHWB_181,Shanghai West Bund,Shanghai,Core,121.46449487827627,31.20511971991806,residential_edge,1,2020
SHWB_182,Shanghai West Bund,Shanghai,Control Fringe,121.45796046769836,31.158717723238414,cultural_core,0,2020
SHWB_183,Shanghai West Bund,Shanghai,Core,121.46273979819924,31.184486919411466,cultural_core,1,2020
SHWB_184,Shanghai West Bund,Shanghai,Control Fringe,121.46060975450622,31.192028459944957,cultural_core,0,2020
SHWB_185,Shanghai West Bund,Shanghai,Core,121.43083238550452,31.1964705833207,industrial_reuse_area,1,2020
SHWB_186,Shanghai West Bund,Shanghai,Control Fringe,121.45882499341592,31.182019738412396,residential_edge,0,2020
SHWB_187,Shanghai West Bund,Shanghai,Control Fringe,121.44908725607124,31.18192182153361,industrial_reuse_area,0,2020
SHWB_188,Shanghai West Bund,Shanghai,Control Fringe,121.4558522514528,31.175342463389192,industrial_reuse_area,0,2020
SHWB_189,Shanghai West Bund,Shanghai,Core,121.44836080596608,31.17040968284376,industrial_reuse_area,1,2020
SHWB_190,Shanghai West Bund,Shanghai,Control Fringe,121.44578104336954,31.189817382307872,waterfront_core,0,2020
SHWB_191,Shanghai West Bund,Shanghai,Core,121.465215975087,31.182764417079166,cultural_core,1,2020
SHWB_192,Shanghai West Bund,Shanghai,Core,121.45545451063306,31.168149251667035,residential_edge,1,2020
SHWB_193,Shanghai West Bund,Shanghai,Core,121.44689205914288,31.18762159594242,industrial_reuse_area,1,2020
SHWB_194,Shanghai West Bund,Shanghai,Core,121.4453446399417,31.188164449517366,cultural_core,1,2020
SHWB_195,Shanghai West Bund,Shanghai,Control Fringe,121.45301894347584,31.195360486487345,residential_edge,0,2020
SHWB_196,Shanghai West Bund,Shanghai,Core,121.44347327716875,31.189112819370695,cultural_core,1,2020
SHWB_197,Shanghai West Bund,Shanghai,Core,121.45689256370923,31.183798520844938,residential_edge,1,2020
SHWB_198,Shanghai West Bund,Shanghai,Control Fringe,121.44972244271746,31.185450840058436,waterfront_core,0,2020
SHWB_199,Shanghai West Bund,Shanghai,Core,121.43328628532457,31.179252965914422,industrial_reuse_area,1,2020
SHWB_200,Shanghai West Bund,Shanghai,Core,121.44778086448868,31.179368282987063,waterfront_core,1,2020
SHWB_201,Shanghai West Bund,Shanghai,Core,121.45361824118271,31.186359392985896,residential_edge,1,2020
SHWB_202,Shanghai West Bund,Shanghai,Control Fringe,121.45220765524559,31.192827093251434,cultural_core,0,2020
SHWB_203,Shanghai West Bund,Shanghai,Core,121.4630688080859,31.19142990653026,industrial_reuse_area,1,2020
SHWB_204,Shanghai West Bund,Shanghai,Core,121.45239677956582,31.196986498811942,waterfront_core,1,2020
SHWB_205,Shanghai West Bund,Shanghai,Core,121.44215761197151,31.17856694484575,industrial_reuse_area,1,2020
SHWB_206,Shanghai West Bund,Shanghai,Core,121.44511610848278,31.163000698076395,waterfront_core,1,2020
SHWB_207,Shanghai West Bund,Shanghai,Control Fringe,121.43309009118099,31.171833519888995,cultural_core,0,2020
SHWB_208,Shanghai West Bund,Shanghai,Core,121.45617214365748,31.17441448842413,cultural_core,1,2020
SHWB_209,Shanghai West Bund,Shanghai,Control Fringe,121.4365724552503,31.189697372053864,waterfront_core,0,2020
SHWB_210,Shanghai West Bund,Shanghai,Control Fringe,121.45228801421304,31.195915165883584,industrial_reuse_area,0,2020
SHWB_211,Shanghai West Bund,Shanghai,Core,121.44304523646231,31.192956297378966,waterfront_core,1,2020
SHWB_212,Shanghai West Bund,Shanghai,Core,121.44708325788066,31.190796848732326,industrial_reuse_area,1,2020
SHWB_213,Shanghai West Bund,Shanghai,Control Fringe,121.46475747940616,31.18486589368935,cultural_core,0,2020
SHWB_214,Shanghai West Bund,Shanghai,Core,121.46261233175966,31.189386759284446,waterfront_core,1,2020
SHWB_215,Shanghai West Bund,Shanghai,Core,121.44414827990235,31.1796855833747,industrial_reuse_area,1,2020
SHWB_216,Shanghai West Bund,Shanghai,Core,121.45832038260191,31.183768711318127,waterfront_core,1,2020
SHWB_217,Shanghai West Bund,Shanghai,Core,121.43075512916074,31.178103774148482,residential_edge,1,2020
SHWB_218,Shanghai West Bund,Shanghai,Control Fringe,121.44215984942538,31.18170061806734,waterfront_core,0,2020
SHWB_219,Shanghai West Bund,Shanghai,Control Fringe,121.45826485617609,31.17040553282429,waterfront_core,0,2020
SHWB_220,Shanghai West Bund,Shanghai,Control Fringe,121.44575335241026,31.19609529739921,waterfront_core,0,2020
SHWB_221,Shanghai West Bund,Shanghai,Core,121.46010509622825,31.180521421164453,industrial_reuse_area,1,2020
SHWB_222,Shanghai West Bund,Shanghai,Core,121.45174255617881,31.166608830829244,cultural_core,1,2020
SHWB_223,Shanghai West Bund,Shanghai,Core,121.46632658539585,31.19683061592174,waterfront_core,1,2020
SHWB_224,Shanghai West Bund,Shanghai,Core,121.46709531937407,31.17229537300106,waterfront_core,1,2020
SHWB_225,Shanghai West Bund,Shanghai,Core,121.44131692011425,31.17923861905026,cultural_core,1,2020
SHWB_226,Shanghai West Bund,Shanghai,Core,121.4469887726522,31.198926425126302,waterfront_core,1,2020
SHWB_227,Shanghai West Bund,Shanghai,Control Fringe,121.46607979428234,31.18493550238873,residential_edge,0,2020
SHWB_228,Shanghai West Bund,Shanghai,Core,121.46201935696816,31.183116959051034,industrial_reuse_area,1,2020
SHWB_229,Shanghai West Bund,Shanghai,Core,121.43399759653879,31.188211137394735,industrial_reuse_area,1,2020
SHWB_230,Shanghai West Bund,Shanghai,Control Fringe,121.45657226296568,31.19944170775484,cultural_core,0,2020
SHWB_231,Shanghai West Bund,Shanghai,Core,121.4538507185042,31.16811837535963,residential_edge,1,2020
SHWB_232,Shanghai West Bund,Shanghai,Control Fringe,121.46087003253444,31.193498283615064,cultural_core,0,2020
SHWB_233,Shanghai West Bund,Shanghai,Control Fringe,121.46484200008494,31.18580651317817,waterfront_core,0,2020
SHWB_234,Shanghai West Bund,Shanghai,Control Fringe,121.45865645924039,31.17698451373233,cultural_core,0,2020
SHWB_235,Shanghai West Bund,Shanghai,Core,121.43916746716204,31.17277813262044,waterfront_core,1,2020
SHWB_236,Shanghai West Bund,Shanghai,Core,121.43423041546838,31.19130983000958,industrial_reuse_area,1,2020
SHWB_237,Shanghai West Bund,Shanghai,Core,121.46143173960985,31.173156467803008,industrial_reuse_area,1,2020
SHWB_238,Shanghai West Bund,Shanghai,Core,121.46545580211952,31.18703295254174,residential_edge,1,2020
SHWB_239,Shanghai West Bund,Shanghai,Core,121.4327729141171,31.18945596339352,cultural_core,1,2020
SHWB_240,Shanghai West Bund,Shanghai,Control Fringe,121.42884725802959,31.190419985048045,residential_edge,0,2020
SHWB_241,Shanghai West Bund,Shanghai,Core,121.4552327639197,31.171734326963023,waterfront_core,1,2020
SHWB_242,Shanghai West Bund,Shanghai,Core,121.44681623679317,31.169763010447788,waterfront_core,1,2020
SHWB_243,Shanghai West Bund,Shanghai,Control Fringe,121.43534569805635,31.176242660204693,waterfront_core,0,2020
SHWB_244,Shanghai West Bund,Shanghai,Control Fringe,121.477680871468,31.177554728583484,residential_edge,0,2020
SHWB_245,Shanghai West Bund,Shanghai,Core,121.44154061138708,31.17960195603852,residential_edge,1,2020
SHWB_246,Shanghai West Bund,Shanghai,Core,121.44513442887408,31.190374159743996,residential_edge,1,2020
SHWB_247,Shanghai West Bund,Shanghai,Core,121.44720229929503,31.201208343723284,cultural_core,1,2020
SHWB_248,Shanghai West Bund,Shanghai,Core,121.4794253999762,31.19245725886449,cultural_core,1,2020
SHWB_249,Shanghai West Bund,Shanghai,Core,121.44956377738468,31.1891479974588,cultural_core,1,2020
SHWB_250,Shanghai West Bund,Shanghai,Core,121.43889355921765,31.186519252013518,cultural_core,1,2020
